text,label
Participated in online cricket betting and lost ₹25000. The app is operating illegally in India.,Others
Enrolled in an online course for ₹20000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Receiving death threats via email and WhatsApp from unknown numbers. They have my personal photos and threatening to harm my family.,Online Harassment & Threats
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
I am being constantly harassed on social media by someone posting hateful comments and messages targeting me.,Online Harassment & Threats
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
Fake videos with my face using deepfake technology are being shared. It shows me saying things I never said.,Social Media Crimes
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
Someone hacked my PayPal account and made unauthorized UPI transactions totaling ₹10000 to unknown numbers.,Financial Fraud
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹20000.,Ransomware & Malware
Facing cybercrime that doesn't fit standard categories. Need help to report this unusual case.,Others
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹10000).,Others
Joined an online casino through a WhatsApp group. Deposited ₹150000 but cannot withdraw my winnings now.,Others
A person I met online has my intimate photos. Threatening to post them on social media unless I pay ₹0.,Online Harassment & Threats
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
My computer was infected with ransomware. All files are encrypted and hackers demand ₹20000 in Bitcoin to decrypt them.,Ransomware & Malware
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹75000 to restore access.,Ransomware & Malware
Got addicted to online gambling apps. Lost ₹20000 in total. These apps should be banned.,Others
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
A group of people created fake accounts to bully and defame me online. They're posting my personal information publicly.,Online Harassment & Threats
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Received notification that my data was compromised in a data breach at Samsung. My card details and personal information were leaked.,Hacking & Unauthorized Access
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Joined a skill development course after paying ₹45000. Course content was copied from free YouTube videos.,E-Commerce & Job Fraud
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹200000 but they blocked me after taking the money.,Financial Fraud
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
"Received a UPI payment request instead of receiving money. In confusion, I approved it and ₹75000 was deducted from my account.",Financial Fraud
"A person sent me a QR code saying scan to receive money. After scanning, ₹150000 was deducted instead of credited.",Financial Fraud
My YouTube videos are being re-uploaded by others without credit. They're monetizing my original content.,Others
My software code was copied and sold by another developer. This is copyright infringement.,Others
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Defamatory posts about my professional competence are affecting my career. All allegations are false.,Others
Got a call from fake MobiKwik support asking me to share my UPI PIN to resolve an issue. They stole ₹25000 from my account.,Financial Fraud
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
Someone hacked my phone and got access to my private photos. Now extorting ₹0 saying they'll make them viral.,Online Harassment & Threats
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹150000 as processing fee but never got the loan.,Financial Fraud
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
"Someone created a fake website looking exactly like IndusInd Bank portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
I was selling my gold jewelry online. The buyer sent a fake UPI screenshot showing payment of ₹100000. I shipped the item but never received the money.,Financial Fraud
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹30000. I never made these purchases.,Financial Fraud
Discovered a complex cyber fraud scheme involving multiple people and platforms.,Others
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
"A WhatsApp message claimed I won a lottery from Canara Bank. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
A group of people created fake accounts to bully and defame me online. They're posting my personal information publicly.,Online Harassment & Threats
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
Someone used my Aadhaar card details to get a SIM card and loan. Now I'm receiving collection calls for a ₹100000 loan I never took.,Hacking & Unauthorized Access
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
Someone recorded our video call where I was partially dressed. Now demanding ₹0 or they'll send it to my family and colleagues.,Online Harassment & Threats
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
My YouTube videos are being re-uploaded by others without credit. They're monetizing my original content.,Others
A fake Twitter account in my name is posting controversial content. People think it's me and I'm facing backlash.,Social Media Crimes
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
Paid ₹25000 for study material that was promised to be comprehensive. Received photocopied pages from old books.,E-Commerce & Job Fraud
Got a call from fake Google Pay support asking me to share my UPI PIN to resolve an issue. They stole ₹45000 from my account.,Financial Fraud
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Facing cybercrime that doesn't fit standard categories. Need help to report this unusual case.,Others
Someone hacked my PhonePe account and made unauthorized UPI transactions totaling ₹20000 to unknown numbers.,Financial Fraud
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹30000.,Ransomware & Malware
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
Joined a crypto mining scheme that required an initial investment of ₹25000. It turned out to be a Ponzi scheme.,Financial Fraud
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
Found evidence of cybercrime network operating across multiple states. This needs higher authority intervention.,Others
My server was compromised with ransomware. Database is encrypted and hackers threatening to delete everything unless paid ₹20000.,Ransomware & Malware
"A person sent me a QR code saying scan to receive money. After scanning, ₹15000 was deducted instead of credited.",Financial Fraud
Paid ₹150000 for study material that was promised to be comprehensive. Received photocopied pages from old books.,E-Commerce & Job Fraud
Enrolled in an online course for ₹150000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
I am being constantly harassed on social media by someone posting hateful comments and messages targeting me.,Online Harassment & Threats
My business computer systems were attacked by ransomware. Hackers encrypted all data and demanding ₹30000 to restore access.,Ransomware & Malware
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
Joined a crypto mining scheme that required an initial investment of ₹100000. It turned out to be a Ponzi scheme.,Financial Fraud
Downloaded software from untrusted website and my computer got infected with virus. All personal data was stolen.,Ransomware & Malware
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
Participated in online cricket betting and lost ₹45000. The app is operating illegally in India.,Others
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
Found my credit card details being sold on dark web after a data breach at an e-commerce website.,Hacking & Unauthorized Access
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Joined a crypto mining scheme that required an initial investment of ₹50000. It turned out to be a Ponzi scheme.,Financial Fraud
False rumors about me are being spread on WhatsApp groups. My reputation in society has been severely damaged.,Social Media Crimes
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Someone cloned my credit card and made purchases worth ₹10000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Received email about a government subsidy scheme. Had to pay ₹100000 as registration fee. It was a scam and I lost my money.,Financial Fraud
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹15000 were made within hours.,Financial Fraud
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
I was selling my camera online. The buyer sent a fake UPI screenshot showing payment of ₹45000. I shipped the item but never received the money.,Financial Fraud
Received credit card from SBI which I never applied for. Someone used my identity to get the card and spent ₹50000.,Financial Fraud
Got a call from fake MobiKwik support asking me to share my UPI PIN to resolve an issue. They stole ₹150000 from my account.,Financial Fraud
"A WhatsApp message claimed I won a lottery from ICICI Bank. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
My computer was infected with ransomware. All files are encrypted and hackers demand ₹15000 in Bitcoin to decrypt them.,Ransomware & Malware
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
Got a call from someone pretending to be from SBI customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Financial Fraud
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹20000).,Others
My PayPal account was taken over by someone. They changed all security settings and made purchases worth ₹0.,Hacking & Unauthorized Access
Invested ₹100000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
My computer was infected with ransomware. All files are encrypted and hackers demand ₹30000 in Bitcoin to decrypt them.,Ransomware & Malware
"Got a call about a high-paying job. They asked for ₹0 as security deposit. After paying, they stopped responding.",E-Commerce & Job Fraud
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹30000. I never made these purchases.,Financial Fraud
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹75000 using my documents.,Hacking & Unauthorized Access
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
My software code was copied and sold by another developer. This is copyright infringement.,Others
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
False allegations of fraud are being posted about my company on social media. This is destroying years of goodwill.,Others
Someone cloned my credit card and made purchases worth ₹20000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
My server was compromised with ransomware. Database is encrypted and hackers threatening to delete everything unless paid ₹45000.,Ransomware & Malware
My computer was infected with ransomware. All files are encrypted and hackers demand ₹10000 in Bitcoin to decrypt them.,Ransomware & Malware
A fake crypto exchange website stole ₹10000 worth of my digital assets when I tried to trade.,Financial Fraud
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
"A WhatsApp message claimed I won a lottery from Kotak Mahindra. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Fake videos with my face using deepfake technology are being shared. It shows me saying things I never said.,Social Media Crimes
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
Received ransomware through a fake software update. All my important documents are locked and they want ₹15000.,Ransomware & Malware
A fake crypto exchange website stole ₹15000 worth of my digital assets when I tried to trade.,Financial Fraud
Someone hacked my Amazon Pay account and made unauthorized UPI transactions totaling ₹200000 to unknown numbers.,Financial Fraud
Morphed screenshots of fake conversations are being circulated to defame me. People believe I said things I never did.,Social Media Crimes
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
My software code was copied and sold by another developer. This is copyright infringement.,Others
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
A person I met online has my intimate photos. Threatening to post them on social media unless I pay ₹0.,Online Harassment & Threats
Got a call from fake MobiKwik support asking me to share my UPI PIN to resolve an issue. They stole ₹50000 from my account.,Financial Fraud
I am being constantly harassed on social media by someone posting hateful comments and messages targeting me.,Online Harassment & Threats
Received email claiming they have my browsing history and webcam recordings. Demanding ₹0 in Bitcoin to delete them.,Online Harassment & Threats
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
I am being constantly harassed on social media by someone posting hateful comments and messages targeting me.,Online Harassment & Threats
Someone created a website specifically to defame me with fake stories and accusations.,Others
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Someone recorded our video call where I was partially dressed. Now demanding ₹0 or they'll send it to my family and colleagues.,Online Harassment & Threats
Someone contacted me on social media claiming to be a crypto expert. I paid ₹10000 for their trading signals course but it was fake.,Financial Fraud
A stranger obtained my phone number and address somehow. Now calling repeatedly and sending gifts to my home despite warnings.,Online Harassment & Threats
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
A stranger obtained my phone number and address somehow. Now calling repeatedly and sending gifts to my home despite warnings.,Online Harassment & Threats
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
"Received a UPI payment request instead of receiving money. In confusion, I approved it and ₹200000 was deducted from my account.",Financial Fraud
Downloaded software from untrusted website and my computer got infected with virus. All personal data was stolen.,Ransomware & Malware
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
"Got a call about a high-paying job. They asked for ₹0 as security deposit. After paying, they stopped responding.",E-Commerce & Job Fraud
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹10000. I never made these purchases.,Financial Fraud
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Website was selling products at 70% discount. I ordered items worth ₹0 but received cheap duplicate products.,E-Commerce & Job Fraud
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹30000 were made within hours.,Financial Fraud
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Received credit card from ICICI Bank which I never applied for. Someone used my identity to get the card and spent ₹75000.,Financial Fraud
My software code was copied and sold by another developer. This is copyright infringement.,Others
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Facing cybercrime that doesn't fit standard categories. Need help to report this unusual case.,Others
Someone hacked my phone and got access to my private photos. Now extorting ₹0 saying they'll make them viral.,Online Harassment & Threats
A group of people created fake accounts to bully and defame me online. They're posting my personal information publicly.,Online Harassment & Threats
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
Someone created a website specifically to defame me with fake stories and accusations.,Others
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
A fake crypto exchange website stole ₹30000 worth of my digital assets when I tried to trade.,Financial Fraud
Morphed images of me with fake captions are going viral on social media. Getting threats and abuse from strangers.,Social Media Crimes
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Anonymous person threatening to upload morphed obscene images of me unless I pay ₹0 immediately.,Online Harassment & Threats
Someone posed as a financial advisor and convinced me to invest ₹15000 in fake stocks. The trading platform turned out to be fake.,Financial Fraud
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
Someone is streaming live matches illegally and selling subscriptions. This is copyright violation.,Social Media Crimes
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
Received ransomware through a fake software update. All my important documents are locked and they want ₹150000.,Ransomware & Malware
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
Found my credit card details being sold on dark web after a data breach at an e-commerce website.,Hacking & Unauthorized Access
Received credit card from Axis Bank which I never applied for. Someone used my identity to get the card and spent ₹20000.,Financial Fraud
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
"A person sent me a QR code saying scan to receive money. After scanning, ₹75000 was deducted instead of credited.",Financial Fraud
Receiving death threats via email and WhatsApp from unknown numbers. They have my personal photos and threatening to harm my family.,Online Harassment & Threats
Customer data including mine was exposed when Amazon servers were hacked. Receiving spam and fraud calls ever since.,Hacking & Unauthorized Access
Paid ₹150000 for study material that was promised to be comprehensive. Received photocopied pages from old books.,E-Commerce & Job Fraud
My server was compromised with ransomware. Database is encrypted and hackers threatening to delete everything unless paid ₹25000.,Ransomware & Malware
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹10000.,Ransomware & Malware
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹45000. I never made these purchases.,Financial Fraud
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
A person I met online has my intimate photos. Threatening to post them on social media unless I pay ₹0.,Online Harassment & Threats
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹10000 were made within hours.,Financial Fraud
Morphed images of me with fake captions are going viral on social media. Getting threats and abuse from strangers.,Social Media Crimes
Someone hacked my phone and got access to my private photos. Now extorting ₹0 saying they'll make them viral.,Online Harassment & Threats
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹50000 using my documents.,Hacking & Unauthorized Access
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Someone cloned my credit card and made purchases worth ₹5000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Joined a skill development course after paying ₹20000. Course content was copied from free YouTube videos.,E-Commerce & Job Fraud
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Got a call from fake MobiKwik support asking me to share my UPI PIN to resolve an issue. They stole ₹50000 from my account.,Financial Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
A fake crypto exchange website stole ₹200000 worth of my digital assets when I tried to trade.,Financial Fraud
Got addicted to online gambling apps. Lost ₹200000 in total. These apps should be banned.,Others
My computer was infected with ransomware. All files are encrypted and hackers demand ₹10000 in Bitcoin to decrypt them.,Ransomware & Malware
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Found my photos edited with fake quotes attributed to me. These are being used to spread political propaganda.,Social Media Crimes
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
My competitor is posting negative reviews on my business page with fake accounts to damage my reputation.,Others
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Someone hacked my Google Pay account and made unauthorized UPI transactions totaling ₹75000 to unknown numbers.,Financial Fraud
Defamatory posts about my professional competence are affecting my career. All allegations are false.,Others
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
